"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","Operational"
"65","226.1015076318","255.82689404417454","0.047119140625","0.064453125","0.02978515625","1560","0.0006837719281999953","32","0.0006837719281999953","0","0.0006837719281999953","0.0006837719281999953","55:0.003640002857011576;64:0.002695024759189951;66:0.003734176451319904","55:120;64:68;66:68","55:0.003574481508142574;64:0.0034315589059193408;66:0.003783689818575381","0.047119140625","Yes"
"66","223.56789344984205","224.11137304349498","0.07470703125","0.07080078125","0.07861328125","1560","0.0003643258796069931","32","0.0003643258796069931","0","0.0003643258796069931","0.0003643258796069931","65:0.003734176451319904;67:0.0019640227492533913","65:68;67:68","65:0.003783689818575381;67:0.0019410714406741525","0.07470703125","Yes"
"67","272.2127819286623","163.56073139255912","0.149169921875","0.1982421875","0.10009765625","1560","","32","","0","","","68:0.0026761223269321788;74:0.0021786046740083775;66:0.0019640227492533913","68:88;74:72;66:68","68:0.0023787729934272583;74:0.002174650861196392;66:0.0019410714406741525","0.149169921875","Yes"
"68","241.67685792113798","106.63658013692582","0.06396484375","0.0693359375","0.05859375","1560","0.00030460728715228305","32","0.00030460728715228305","0","0.00030460728715228305","0.00030460728715228305","67:0.0026761223269321788;69:0.00246366250049318","67:88;69:68","67:0.0023787729934272583;69:0.002152074647329527","0.06396484375","Yes"
"69","120.62573644687384","65.66269605197284","0.06689453125","0.07958984375","0.05419921875","1560","0.0002528369831058689","32","0.0002528369831058689","0","0.0002528369831058689","0.0002528369831058689","56:0.0038357128487368497;68:0.00246366250049318;70:0.003035248832002818","56:160;68:68;70:68","56:0.003248699526068599;68:0.002152074647329527;70:0.0025533397190447005","0.06689453125","Yes"
"70","85.03013780895503","31.050470783801785","0.156005859375","0.126953125","0.18505859375","1560","0.0004817166481043395","32","0.0004817166481043395","0","0.0004817166481043395","0.0004817166481043395","69:0.003035248832002818;71:0.0027401411293805633","69:68;71:68","69:0.0025533397190447005;71:0.0025564338365074435","0.156005859375","Yes"
"71","214.44378695939793","41.94084762403954","0.11865234375","0.13037109375","0.10693359375","1560","0.0003285716224055035","32","0.0003285716224055035","0","0.0003285716224055035","0.0003285716224055035","75:0.0019474389689898564;70:0.0027401411293805633","75:112;70:68","75:0.002292830058507972;70:0.0025564338365074435","0.11865234375","Yes"
"72","156.7099480435998","73.70188562912311","0.033935546875","0.02978515625","0.0380859375","1560","0.00024771717781021577","32","0.00024771717781021577","0","0.00024771717781021577","0.00024771717781021577","59:0.005458933961344115;78:0.0030003838765114144","59:68;78:120","59:0.006198358151183081;78:0.0036071762193186363","0.033935546875","Yes"
"73","209.01436304879562","134.51460599340436","0.05078125","0.0478515625","0.0537109375","1560","0.0008182382557931723","32","0.0008182382557931723","0","0.0008182382557931723","0.0008182382557931723","82:0.0026299090335919206;63:0.0027508238725059975","82:88;63:88","63:0.0024585668490203216","0.05078125","Yes"
"74","164.74888619029505","132.31724528569015","0.043701171875","0.03564453125","0.0517578125","1560","0.0004284751562678749","32","0.0004284751562678749","0","0.0004284751562678749","0.0004284751562678749","86:0.0024300468940550712;67:0.0021786046740083775","86:68;67:72","86:0.0026426176561297476;67:0.002174650861196392","0.043701171875","Yes"
"75","274.99016109128974","142.01858957111045","0.022216796875","0.0302734375","0.01416015625","1560","0.0006703830769178912","32","0.0006703830769178912","0","0.0006703830769178912","0.0006703830769178912","90:0.0015290256351040143;71:0.0019474389689898564","90:88;71:112","90:0.0018766781056399895;71:0.002292830058507972","0.022216796875","Yes"
"76","200.70210915196003","221.0473664778698","0.080078125","0.09521484375","0.06494140625","1560","0.0002969141116194129","32","0.0002969141116194129","0","0.0002969141116194129","0.0002969141116194129","91:0.00725724740240466;77:0.0021251318546781917","91:68;77:68","91:0.008317676778005267;77:0.0022499947505723594","0.080078125","Yes"
"77","263.66773882079406","188.70055033263174","0.1123046875","0.07763671875","0.14697265625","1560","0.0002714353721029378","32","0.0002714353721029378","0","0.0002714353721029378","0.0002714353721029378","78:0.0019094502033954464;76:0.0021251318546781917","78:68;76:68","78:0.0017640294118562994;76:0.0022499947505723594","0.1123046875","Yes"
"78","99.1061740396732","111.29249129571078","0.03515625","0.03662109375","0.03369140625","1560","0.0007399556786540528","32","0.0007399556786540528","0","0.0007399556786540528","0.0007399556786540528","77:0.0019094502033954464;79:0.01178459985396288;72:0.0030003838765114144","77:68;79:88;72:120","77:0.0017640294118562994;79:0.009112207919604293;72:0.0036071762193186363","0.03515625","Yes"
"79","70.12830660244089","85.32356190283241","0.056640625","0.0966796875","0.0166015625","1560","0.0020442471415814813","32","0.0020442471415814813","0","0.0020442471415814813","0.0020442471415814813","78:0.01178459985396288;80:0.01159107925658659","78:88;80:68","78:0.009112207919604293;80:0.007866198053171736","0.056640625","Yes"
"80","128.49507202572298","26.49858315125398","0.03271484375","0.03369140625","0.03173828125","1560","0.00020229787196099537","32","0.00020229787196099537","0","0.00020229787196099537","0.00020229787196099537","81:0.002620791417849766;92:0.0018902751712995547;79:0.01159107925658659","81:68;92:68;79:68","81:0.0023953744050060344;92:0.0014072960511037902;79:0.007866198053171736","0.03271484375","Yes"
"81","137.6735554725659","131.39270226236434","0.103759765625","0.09326171875","0.1142578125","1560","0.00037159050301709487","32","0.00037159050301709487","0","0.00037159050301709487","0.00037159050301709487","80:0.002620791417849766;82:0.0023306950397069814","80:68;82:68","80:0.0023953744050060344;82:0.0027860104473703684","0.103759765625","Yes"
"82","227.96249011311255","122.16533099876312","0.037353515625","0.0341796875","0.04052734375","1560","0.0003921504951883472","32","0.0003921504951883472","0","0.0003921504951883472","0.0003921504951883472","81:0.0023306950397069814;83:0.0021889481283366707;73:0.0026299090335919206","81:68;83:68;73:88","81:0.0027860104473703684;83:0.015545402024770394","0.037353515625","Yes"
"83","184.31199343255426","143.6964205075369","0.079345703125","0.06298828125","0.095703125","1560","0.0004114776516936248","32","0.0004114776516936248","0","0.0004114776516936248","0.0004114776516936248","82:0.0021889481283366707;84:0.0025567051797972806","82:68;84:108","82:0.015545402024770394;84:0.0045668183664684114","0.079345703125","Yes"
"84","67.26109475566027","55.84788696761993","0.048095703125","0.07275390625","0.0234375","1560","0.0004357340569576365","32","0.0004357340569576365","0","0.0004357340569576365","0.0004357340569576365","93:0.004885438904255884;83:0.0025567051797972806","93:68;83:108;85:88","93:0.005555392580172208;83:0.0045668183664684114","0.048095703125","Yes"
"85","3.5656842137414944","6.768946108157245","0.045654296875","0.06640625","0.02490234375","1560","0.004050241574159824","32","0.004050241574159824","0","0.004050241574159824","0.004050241574159824","86:0.033787286634667124","86:68;84:88","86:0.023530293025859683","0.045654296875","Yes"
"86","237.34470109456765","152.3054050728042","0.23486328125","0.41845703125","0.05126953125","1560","","32","","0","","","85:0.033787286634667124;74:0.0024300468940550712;87:0.001588631018716924","85:68;74:68;87:68","85:0.023530293025859683;74:0.0026426176561297476;87:0.0016794189571680829","0.23486328125","Yes"
"87","224.33461709519872","199.1782251062975","0.01904296875","0.01904296875","0.01904296875","1560","0.00019047922680992524","32","0.00019047922680992524","0","0.00019047922680992524","0.00019047922680992524","86:0.001588631018716924;88:0.0013289268762973205","86:68;88:68","86:0.0016794189571680829;88:0.0013411121882241361","0.01904296875","Yes"
"88","201.80914389691486","223.5936824380401","0.152587890625","0.162109375","0.14306640625","1560","0.00021360251200678836","32","0.00021360251200678836","0","0.00021360251200678836","0.00021360251200678836","94:0.002203643081929052;87:0.0013289268762973205;89:0.0027228661056276637","94:76;87:68;89:68","94:0.002224793143651871;87:0.0013411121882241361;89:0.002239928467475949","0.152587890625","Yes"
"89","233.070120913778","144.2753920479906","0.079833984375","0.06591796875","0.09375","1560","0.0003350151236870646","32","0.0003350151236870646","0","0.0003350151236870646","0.0003350151236870646","90:0.0024781350170813288;88:0.0027228661056276637","90:68;88:68","90:0.002046213870073199;88:0.002239928467475949","0.079833984375","Yes"
"90","227.61336184569467","245.75443627105454","0.0458984375","0.03955078125","0.05224609375","1560","0.0002956145797328268","32","0.0002956145797328268","0","0.0002956145797328268","0.0002956145797328268","75:0.0015290256351040143;89:0.0024781350170813288","75:88;89:68","75:0.0018766781056399895;89:0.002046213870073199","0.0458984375","Yes"
"91","155.93380832108795","133.47599712213383","0.074951171875","0.0791015625","0.07080078125","1560","0.0003619480359260538","32","0.0003619480359260538","0","0.0003619480359260538","0.0003619480359260538","95:0.002853607817812104;76:0.00725724740240466","95:148;76:68","95:0.0033781801314055893;76:0.008317676778005267","0.074951171875","Yes"
"92","266.7296903464079","179.8918627523211","0.036865234375","0.02978515625","0.0439453125","1560","0.0008564181259652885","32","0.0008564181259652885","0","0.0008564181259652885","0.0008564181259652885","99:0.0023735947352915565;80:0.0018902751712995547","99:68;80:68","99:0.002042232434241925;80:0.0014072960511037902","0.036865234375","Yes"
"93","261.4285866048083","190.2190374772628","0.015380859375","0.01513671875","0.015625","1560","0.0001143099498421596","32","0.0001143099498421596","0","0.0001143099498421596","0.0001143099498421596","84:0.004885438904255884;103:0.0025617229853035495","84:68;103:68","84:0.005555392580172208","0.015380859375","Yes"
"94","286.32460770143405","219.51140897128158","0.023193359375","0.01904296875","0.02734375","1560","0.00028916011927469435","32","0.00028916011927469435","0","0.00028916011927469435","0.00028916011927469435","88:0.002203643081929052;107:0.0024936473238548473","88:76;107:104","88:0.002224793143651871;107:0.0022230003286554945","0.023193359375","Yes"
"95","174.3273204280589","95.47819582331144","0.026611328125","0.03466796875","0.0185546875","1560","0.00039499431776769385","32","0.00039499431776769385","0","0.00039499431776769385","0.00039499431776769385","91:0.002853607817812104;96:0.002895020733907988","91:148;96:68","91:0.0033781801314055893;96:0.0027940496074882193","0.026611328125","Yes"
"96","101.63233733750863","98.13214737021575","0.02734375","0.02978515625","0.02490234375","1560","0.0003465103642517707","32","0.0003465103642517707","0","0.0003465103642517707","0.0003465103642517707","97:0.003412099999167917;95:0.002895020733907988","97:68;95:68","97:0.0037464402228384597;95:0.0027940496074882193","0.02734375","Yes"
"97","222.58382862866017","225.5016439745358","0.111328125","0.0791015625","0.1435546875","1560","0.0005098889330212041","32","0.0005098889330212041","0","0.0005098889330212041","0.0005098889330212041","96:0.003412099999167917;110:0.001704808786341605;98:0.0013301139819428542","96:68;110:88;98:68","96:0.0037464402228384597;110:0.0012660439696797476;98:0.0028290402445798335","0.111328125","Yes"
"98","276.6834722746065","114.09873753429515","0.02490234375","0.02734375","0.0224609375","1560","0.0002488374963076462","32","0.0002488374963076462","0","0.0002488374963076462","0.0002488374963076462","97:0.0013301139819428542;99:0.0017715076463317159","97:68;99:68","97:0.0028290402445798335;99:0.00191750420343334","0.02490234375","Yes"
"99","162.5357448921868","109.78078696196799","0.069580078125","0.056640625","0.08251953125","1560","0.00020851344690478492","32","0.00020851344690478492","0","0.00020851344690478492","0.00020851344690478492","100:0.001988186084815907;92:0.0023735947352915565;98:0.0017715076463317159","100:68;92:68;98:68","100:0.002946669618395348;92:0.002042232434241925;98:0.00191750420343334","0.069580078125","Yes"
"100","195.91721103228485","190.55338286474847","0.049072265625","0.0322265625","0.06591796875","1560","0.00020399756864781718","32","0.00020399756864781718","0","0.00020399756864781718","0.00020399756864781718","99:0.001988186084815907;101:0.002608502688419556","99:68;101:88","99:0.002946669618395348;101:0.002057758414208355","0.049072265625","Yes"
"101","142.37616833806914","99.99915212913513","0.056640625","0.05419921875","0.05908203125","1560","0.0001755578335617514","32","0.0001755578335617514","0","0.0001755578335617514","0.0001755578335617514","100:0.002608502688419556;102:0.002139551051686339;111:0.0022468777079443503","100:88;102:68;111:108","100:0.002057758414208355;102:0.0020833007524899694;111:0.0024642237773003783","0.056640625","Yes"
"102","240.65894107758064","38.30680166246503","0.03466796875","0.02685546875","0.04248046875","1560","0.00048310074830602015","32","0.00048310074830602015","0","0.00048310074830602015","0.00048310074830602015","101:0.002139551051686339;103:0.0015526097085960533","101:68;103:68","101:0.0020833007524899694;103:0.0012123281417338316","0.03466796875","Yes"
"103","308.12969413898026","95.65123800273986","0.041748046875","0.0458984375","0.03759765625","1560","0.0001569268536380571","32","0.0001569268536380571","0","0.0001569268536380571","0.0001569268536380571","104:0.008446098462454116;93:0.0025617229853035495;102:0.0015526097085960533","104:68;93:68;102:68","104:0.004557874835393438;102:0.0012123281417338316","0.041748046875","Yes"
"104","93.08498135800133","60.38694720137164","0.034912109375","0.05029296875","0.01953125","1560","0.0014681193992931703","32","0.0014681193992931703","0","0.0014681193992931703","0.0014681193992931703","103:0.008446098462454116;105:0.005061068274231667","103:68;105:104","103:0.004557874835393438;105:0.004380178663366069","0.034912109375","Yes"
"105","143.4167693526255","151.12090627586696","0.120361328125","0.1357421875","0.10498046875","1560","0.0009500563841718292","32","0.0009500563841718292","0","0.0009500563841718292","0.0009500563841718292","104:0.005061068274231667;106:0.0058593330759032225;112:0.0028126915814224163","104:104;106:68;112:68","104:0.004380178663366069;106:0.004455826928464496;112:0.0027729375770511044","0.120361328125","Yes"
"106","146.82618845525252","115.80131904246214","0.160888671875","0.173828125","0.14794921875","1560","0.001140930029733484","32","0.001140930029733484","0","0.001140930029733484","0.001140930029733484","107:0.005219144685235877;105:0.0058593330759032225","107:68;105:68","107:0.004686739630051395;105:0.004455826928464496","0.160888671875","Yes"
"107","242.320013804488","198.1791607060566","0.0478515625","0.0478515625","0.0478515625","1560","0.00024554632307407874","32","0.00024554632307407874","0","0.00024554632307407874","0.00024554632307407874","106:0.005219144685235877;108:0.00258088449412619;94:0.0024936473238548473","106:68;108:68;94:104","106:0.004686739630051395;108:0.002069368249739134;94:0.0022230003286554945","0.0478515625","Yes"
"108","70.4880617925556","97.49855875462123","0.020263671875","0.00634765625","0.0341796875","1560","0.00025008563472807787","32","0.00025008563472807787","0","0.00025008563472807787","0.00025008563472807787","107:0.00258088449412619;109:0.0020105464380297533","107:68;109:68","107:0.002069368249739134;109:0.0018218901986060687","0.020263671875","Yes"
"109","205.66923373812924","272.43173101753126","0.07080078125","0.07470703125","0.06689453125","1560","0.00032391905683687986","32","0.00032391905683687986","0","0.00032391905683687986","0.00032391905683687986","113:0.003717302283740259;108:0.0020105464380297533","113:68;108:68","113:0.0027321248166211343;108:0.0018218901986060687","0.07080078125","Yes"
"110","224.1613197448857","166.57392107434634","0.021728515625","0.017578125","0.02587890625","1560","0.00012267952685149588","32","0.00012267952685149588","0","0.00012267952685149588","0.00012267952685149588","116:0.0018085880124388276;97:0.001704808786341605","116:80;97:88","116:0.001953959456614196;97:0.0012660439696797476","0.021728515625","Yes"
"111","206.7672588403976","124.02909361737287","0.02001953125","0.01904296875","0.02099609375","1560","0.00023955982625900086","32","0.00023955982625900086","0","0.00023955982625900086","0.00023955982625900086","120:0.003457220768510405;101:0.0022468777079443503","120:128;101:108","120:0.0033723400389014113;101:0.0024642237773003783","0.02001953125","Yes"
"112","254.0327394148907","178.65300233000724","0.013671875","0.015625","0.01171875","1560","0.0002853214332290358","32","0.0002853214332290358","0","0.0002853214332290358","0.0002853214332290358","105:0.0028126915814224163","124:68;105:68","105:0.0027729375770511044","0.013671875","Yes"
"113","187.0049007463019","113.12091428577413","0.056884765625","0.05419921875","0.0595703125","1560","","32","","0","","","109:0.003717302283740259;128:0.0022132899845710152","109:68;128:68","109:0.0027321248166211343;128:0.0022825877728315513","0.056884765625","Yes"
"114","166.75372806505428","155.9683713193651","0.1142578125","0.07470703125","0.15380859375","1560","0.00020715367102863314","32","0.00020715367102863314","0","0.00020715367102863314","0.00020715367102863314","129:0.0040969355637415494;115:0.0032719986141752644","129:68;115:104","129:0.006352618441525487;115:0.0025379144107344487","0.1142578125","Yes"
"115","77.71544211847944","93.78413289212996","0.15576171875","0.1181640625","0.193359375","1560","0.0008250447435538485","64","0.0008250447435538485","0","0.0008250447435538485","0.0008250447435538485","114:0.0032719986141752644;116:0.003350586114971854","114:104;116:136","114:0.0025379144107344487;116:0.0036671980593379894","0.15576171875","Yes"
"116","234.67521253168226","161.75471569547162","0.08837890625","0.06201171875","0.11474609375","1560","0.0003191000966640502","32","0.0003191000966640502","0","0.0003191000966640502","0.0003191000966640502","110:0.0018085880124388276;115:0.003350586114971854;117:0.040315184504947726","110:80;115:136;117:68","110:0.001953959456614196;115:0.0036671980593379894;117:0.022283109439126342","0.08837890625","Yes"
"117","84.21688540185082","81.3839887283667","0.03857421875","0.04833984375","0.02880859375","1560","0.0003643135787153116","32","0.0003643135787153116","0","0.0003643135787153116","0.0003643135787153116","116:0.040315184504947726;118:0.018274337270065888","116:68;118:68","116:0.022283109439126342;118:0.008401413884493558","0.03857421875","Yes"
"118","220.7179391239273","191.81013437094913","0.11328125","0.1015625","0.125","1560","0.0003662069066108781","32","0.0003662069066108781","0","0.0003662069066108781","0.0003662069066108781","119:0.0022921199225998112;130:0.001755062534344709;117:0.018274337270065888","119:68;130:68;117:68","119:0.0024953006022949975;130:0.001944270087182648;117:0.008401413884493558","0.11328125","Yes"
"119","79.75407375915695","83.07073845654492","0.036376953125","0.0166015625","0.05615234375","1560","0.00024806899586004","32","0.00024806899586004","0","0.00024806899586004","0.00024806899586004","118:0.0022921199225998112;120:0.00201144663912467","118:68;120:68","118:0.0024953006022949975;120:0.0013460825557673473","0.036376953125","Yes"
"120","161.03632295134872","163.55307643592565","0.04150390625","0.03955078125","0.04345703125","1560","0.000277424835827744","32","0.000277424835827744","0","0.000277424835827744","0.000277424835827744","119:0.00201144663912467;121:0.002027341551903983;111:0.003457220768510405","119:68;121:80;111:128","119:0.0013460825557673473;121:0.0025022666982877084;111:0.0033723400389014113","0.04150390625","Yes"
"121","296.1262741191937","100.37067008671158","0.027099609375","0.02001953125","0.0341796875","1560","0.00018984315538394088","32","0.00018984315538394088","0","0.00018984315538394088","0.00018984315538394088","120:0.002027341551903983","120:80;122:68","120:0.0025022666982877084;122:0.0018346151585769688","0.027099609375","Yes"
"122","190.9648116645258","158.10219033101708","0.0556640625","0.05126953125","0.06005859375","1560","0.00028270295182336233","32","0.00028270295182336233","0","0.00028270295182336233","0.00028270295182336233","131:0.005778346640094328","131:68;121:68;123:68","131:0.0021198573975241553;121:0.0018346151585769688","0.0556640625","Yes"
"123","37.8182610875446","50.48392761593339","0.035400390625","0.06201171875","0.0087890625","1560","","32","","0","","","","124:68;122:68","","0.035400390625","Yes"
"124","176.8261218567295","113.23901323733392","0.14013671875","0.14453125","0.1357421875","1560","","32","","0","","","","112:68;123:68;125:108","","0.14013671875","Yes"
"125","57.77217559163718","78.03773240619789","0.029296875","0.02685546875","0.03173828125","1560","0.00024769109477420245","32","0.00024769109477420245","0","0.00024769109477420245","0.00024769109477420245","","124:108;126:68","","0.029296875","Yes"
"126","191.51495460588404","188.2979341460247","0.059326171875","0.06005859375","0.05859375","1560","","32","","0","","","","132:68;127:68;125:68","","0.059326171875","Yes"
"127","103.86389602708817","77.65869161079907","0.141845703125","0.12890625","0.15478515625","1560","","32","","0","","","","126:68;128:68","","0.141845703125","Yes"
"128","209.73388903898964","153.05097909028657","0.037109375","0.02001953125","0.05419921875","1560","0.00019486458460122477","32","0.00019486458460122477","0","0.00019486458460122477","0.00019486458460122477","113:0.0022132899845710152","113:68;127:68","113:0.0022825877728315513","0.037109375","Yes"
"129","146.23010919583368","97.3130939634632","0.045654296875","0.05859375","0.03271484375","1560","0.0014939958904524801","32","0.0014939958904524801","0","0.0014939958904524801","0.0014939958904524801","114:0.0040969355637415494","114:68","114:0.006352618441525487","0.045654296875","Yes"
"130","241.58766667599983","247.46614907987708","0.02001953125","0.01513671875","0.02490234375","1560","0.00042714418016151663","32","0.00042714418016151663","0","0.00042714418016151663","0.00042714418016151663","118:0.001755062534344709","118:68","118:0.001944270087182648","0.02001953125","Yes"
"131","332.54033018370484","160.08623139397272","0.017578125","0.009765625","0.025390625","1560","","32","","0","","","122:0.005778346640094328","122:68","122:0.0021198573975241553","0.017578125","Yes"
"132","200.844023637421","246.63552189706706","0.014404296875","0.01123046875","0.017578125","1560","0.00027607015363972123","32","0.00027607015363972123","0","0.00027607015363972123","0.00027607015363972123","","126:68","","0.014404296875","Yes"